<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.22	19:00:00	1913.43	1915.53	1913.00	1914.55	1090	0	5
2023.06.22	19:10:00	1914.61	1916.20	1914.15	1915.35	989	0	5
2023.06.22	19:20:00	1915.35	1916.76	1915.18	1916.16	686	0	6
2023.06.22	19:30:00	1916.06	1917.82	1915.56	1916.34	751	0	5
2023.06.22	19:40:00	1916.34	1917.19	1915.81	1917.13	709	0	5
2023.06.22	19:50:00	1917.11	1917.11	1915.37	1915.48	649	0	6
2023.06.22	20:00:00	1915.48	1916.36	1913.54	1913.55	881	0	5
2023.06.22	20:10:00	1913.55	1915.10	1913.22	1914.88	948	0	5
2023.06.22	20:20:00	1914.94	1916.06	1913.31	1913.94	1183	0	7
2023.06.22	20:30:00	1913.93	1914.54	1913.67	1914.38	875	0	7
2023.06.22	20:40:00	1914.37	1916.10	1914.19	1915.59	662	0	6
2023.06.22	20:50:00	1915.63	1916.74	1915.26	1916.47	670	0	8
2023.06.22	21:00:00	1916.50	1916.58	1915.13	1915.21	535	0	6
2023.06.22	21:10:00	1915.18	1915.63	1915.01	1915.15	465	0	10
2023.06.22	21:20:00	1915.15	1915.82	1914.78	1914.85	453	0	6
2023.06.22	21:30:00	1914.80	1915.25	1914.13	1914.42	520	0	8
2023.06.22	21:40:00	1914.43	1914.63	1913.84	1914.30	502	0	7
2023.06.22	21:50:00	1914.26	1915.64	1914.21	1915.22	707	0	7
2023.06.22	22:00:00	1915.21	1915.91	1914.71	1915.00	646	0	5
2023.06.22	22:10:00	1915.00	1915.38	1914.67	1915.24	470	0	6
2023.06.22	22:20:00	1915.21	1915.26	1914.02	1914.70	574	0	5
2023.06.22	22:30:00	1914.71	1914.89	1913.94	1914.48	555	0	5
2023.06.22	22:40:00	1914.55	1914.58	1913.97	1913.98	555	0	5
2023.06.22	22:50:00	1914.05	1914.58	1913.59	1913.89	979	0	5
2023.06.22	23:00:00	1913.89	1914.54	1913.71	1913.81	508	0	9
2023.06.22	23:10:00	1913.85	1913.93	1913.46	1913.82	341	0	10
2023.06.22	23:20:00	1913.82	1914.19	1913.52	1914.11	285	0	5
2023.06.22	23:30:00	1914.09	1914.09	1913.14	1913.36	224	0	5
2023.06.22	23:40:00	1913.36	1913.62	1912.33	1912.88	359	0	5
2023.06.22	23:50:00	1912.89	1913.76	1912.68	1913.65	295	0	8
2023.06.23	01:00:00	1913.87	1914.27	1913.76	1914.16	173	0	10
2023.06.23	01:10:00	1914.13	1914.22	1913.32	1913.44	133	0	7
2023.06.23	01:20:00	1913.50	1913.74	1913.33	1913.70	80	0	22
2023.06.23	01:30:00	1913.67	1913.67	1913.23	1913.41	175	0	24
2023.06.23	01:40:00	1913.44	1913.82	1913.41	1913.70	154	0	24
2023.06.23	01:50:00	1913.70	1913.95	1913.59	1913.61	131	0	24
2023.06.23	02:00:00	1913.62	1913.94	1913.32	1913.85	182	0	20
2023.06.23	02:10:00	1913.85	1914.02	1913.64	1913.91	148	0	21
2023.06.23	02:20:00	1913.96	1914.49	1913.96	1914.38	195	0	17
2023.06.23	02:30:00	1914.36	1914.82	1914.14	1914.74	267	0	16
2023.06.23	02:40:00	1914.75	1914.83	1914.41	1914.73	247	0	16
2023.06.23	02:50:00	1914.73	1914.91	1914.36	1914.46	251	0	8
2023.06.23	03:00:00	1914.45	1914.94	1914.22	1914.29	381	0	9
2023.06.23	03:10:00	1914.29	1915.46	1913.96	1915.16	480	0	9
2023.06.23	03:20:00	1915.16	1915.72	1914.83	1915.15	458	0	6
2023.06.23	03:30:00	1915.26	1915.72	1914.84	1915.64	389	0	9
2023.06.23	03:40:00	1915.65	1915.72	1914.89	1915.53	325	0	18
2023.06.23	03:50:00	1915.58	1916.02	1915.50	1915.58	496	0	11
2023.06.23	04:00:00	1915.56	1915.76	1914.43	1915.22	555	0	14
2023.06.23	04:10:00	1915.19	1915.25	1914.32	1914.61	453	0	7
2023.06.23	04:20:00	1914.59	1915.22	1914.47	1914.47	447	0	14
2023.06.23	04:30:00	1914.49	1914.63	1913.56	1913.71	757	0	6
2023.06.23	04:40:00	1913.71	1913.86	1912.22	1912.65	795	0	13
2023.06.23	04:50:00	1912.64	1912.81	1910.86	1912.14	831	0	7
2023.06.23	05:00:00	1912.14	1912.35	1911.22	1911.90	705	0	9
2023.06.23	05:10:00	1911.89	1912.83	1911.73	1912.57	581	0	10
2023.06.23	05:20:00	1912.57	1912.88	1911.58	1911.75	636	0	10
2023.06.23	05:30:00	1911.71	1911.98	1911.02	1911.25	497	0	13
2023.06.23	05:40:00	1911.25	1912.01	1911.02	1911.18	472	0	15
2023.06.23	05:50:00	1911.18	1911.25	1910.02	1910.38	546	0	12
2023.06.23	06:00:00	1910.35	1911.12	1910.19	1910.80	383	0	11
2023.06.23	06:10:00	1910.88	1911.73	1910.48	1911.68	405	0	11
2023.06.23	06:20:00	1911.67	1911.95	1911.40	1911.57	307	0	13
2023.06.23	06:30:00	1911.57	1912.02	1910.86	1911.06	411	0	14
2023.06.23	06:40:00	1911.06	1911.98	1911.01	1911.93	341	0	6
2023.06.23	06:50:00	1911.86	1912.49	1911.79	1912.36	348	0	11
2023.06.23	07:00:00	1912.37	1912.88	1912.12	1912.78	332	0	7
2023.06.23	07:10:00	1912.79	1913.01	1912.33	1912.55	426	0	12
2023.06.23	07:20:00	1912.55	1913.44	1912.05	1913.44	422	0	11
2023.06.23	07:30:00	1913.46	1915.53	1913.17	1914.99	894	0	6
2023.06.23	07:40:00	1914.99	1916.78	1914.63	1916.05	659	0	5
2023.06.23	07:50:00	1916.05	1917.19	1916.01	1916.49	674	0	5
2023.06.23	08:00:00	1916.50	1917.97	1916.30	1917.14	783	0	8
2023.06.23	08:10:00	1917.14	1917.59	1916.47	1916.76	571	0	11
2023.06.23	08:20:00	1916.78	1916.95	1915.22	1916.14	646	0	6
2023.06.23	08:30:00	1916.14	1916.95	1915.84	1915.86	625	0	6
2023.06.23	08:40:00	1915.86	1916.51	1915.34	1916.34	452	0	5
2023.06.23	08:50:00	1916.34	1916.62	1915.05	1915.11	552	0	10
2023.06.23	09:00:00	1915.11	1916.24	1914.62	1915.75	887	0	10
2023.06.23	09:10:00	1915.75	1916.73	1915.21	1916.34	698	0	9
2023.06.23	09:20:00	1916.49	1916.88	1914.99	1915.75	643	0	8
2023.06.23	09:30:00	1915.78	1915.80	1914.12	1914.94	789	0	12
2023.06.23	09:40:00	1914.94	1915.01	1912.88	1913.29	774	0	5
2023.06.23	09:50:00	1913.46	1914.31	1913.18	1913.55	698	0	8
2023.06.23	10:00:00	1913.52	1914.87	1912.95	1914.49	836	0	7
2023.06.23	10:10:00	1914.48	1915.10	1912.96	1914.47	1433	0	5
2023.06.23	10:20:00	1914.47	1915.60	1913.90	1914.82	1281	0	9
2023.06.23	10:30:00	1915.13	1918.53	1914.86	1917.00	2135	0	5
2023.06.23	10:40:00	1916.90	1918.90	1916.54	1918.54	1340	0	5
2023.06.23	10:50:00	1918.52	1918.91	1917.70	1918.08	1109	0	5
2023.06.23	11:00:00	1917.92	1918.48	1917.05	1918.47	1041	0	6
2023.06.23	11:10:00	1918.47	1918.62	1917.54	1918.30	872	0	6
2023.06.23	11:20:00	1918.30	1918.88	1917.84	1918.52	1027	0	7
2023.06.23	11:30:00	1918.49	1919.10	1917.73	1918.98	1127	0	7
2023.06.23	11:40:00	1918.87	1920.01	1918.74	1919.95	931	0	5
2023.06.23	11:50:00	1919.95	1920.02	1917.05	1917.60	958	0	6
2023.06.23	12:00:00	1917.61	1918.18	1917.04	1917.33	766	0	6
2023.06.23	12:10:00	1917.34	1917.94	1916.92	1917.61	608	0	6
2023.06.23	12:20:00	1917.60	1919.33	1917.58	1919.25	710	0	6
2023.06.23	12:30:00	1919.25	1919.58	1918.12	1918.54	841	0	6
2023.06.23	12:40:00	1918.54	1919.23	1918.21	1918.73	565	0	5
2023.06.23	12:50:00	1918.73	1918.96	1917.25	1917.86	657	0	6
2023.06.23	13:00:00	1917.87	1918.17	1917.04	1917.31	591	0	5
2023.06.23	13:10:00	1917.26	1918.14	1917.08	1917.70	584	0	7
2023.06.23	13:20:00	1917.70	1917.77	1916.54	1917.12	601	0	12
2023.06.23	13:30:00	1917.16	1918.09	1916.74	1918.05	693	0	7
2023.06.23	13:40:00	1918.02	1918.12	1917.35	1917.81	528	0	11
2023.06.23	13:50:00	1917.84	1917.84	1917.09	1917.59	668	0	12
2023.06.23	14:00:00	1917.56	1919.21	1917.55	1918.92	678	0	7
2023.06.23	14:10:00	1918.93	1919.32	1918.55	1918.83	536	0	11
2023.06.23	14:20:00	1918.83	1919.33	1918.66	1919.27	555	0	6
2023.06.23	14:30:00	1919.29	1920.58	1918.76	1918.91	703	0	7
2023.06.23	14:40:00	1918.91	1920.01	1918.67	1919.69	627	0	8
2023.06.23	14:50:00	1919.52	1919.74	1918.85	1919.15	554	0	6
2023.06.23	15:00:00	1919.14	1920.70	1919.01	1920.54	876	0	5
2023.06.23	15:10:00	1920.54	1922.17	1919.01	1921.49	1114	0	5
2023.06.23	15:20:00	1921.48	1923.75	1920.66	1921.45	1739	0	5
2023.06.23	15:30:00	1921.47	1923.80	1918.82	1921.84	1652	0	5
2023.06.23	15:40:00	1921.85	1927.79	1920.71	1927.43	1798	0	5
2023.06.23	15:50:00	1927.40	1929.69	1927.29	1928.81	1884	0	5
2023.06.23	16:00:00	1928.85	1931.04	1928.64	1929.95	1866	0	5
2023.06.23	16:10:00	1929.96	1933.36	1929.95	1933.30	1920	0	5
2023.06.23	16:20:00	1933.30	1934.31	1932.06	1934.26	1557	0	6
2023.06.23	16:30:00	1934.25	1935.61	1932.04	1933.23	2318	0	5
2023.06.23	16:40:00	1933.06	1937.22	1932.06	1933.94	2665	0	5
2023.06.23	16:50:00	1933.94	1936.68	1932.12	1932.12	2838	0	6
2023.06.23	17:00:00	1932.19	1932.22	1930.09	1931.90	2371	0	5
2023.06.23	17:10:00	1931.90	1933.09	1928.22	1928.86	2158	0	6
2023.06.23	17:20:00	1928.92	1929.46	1926.45	1928.97	2095	0	5
2023.06.23	17:30:00	1928.96	1929.15	1925.92	1926.40	1785	0	5
2023.06.23	17:40:00	1926.39	1926.39	1924.19	1925.82	1923	0	5
2023.06.23	17:50:00	1925.86	1927.41	1925.38	1926.95	1684	0	6
2023.06.23	18:00:00	1926.96	1927.72	1923.58	1923.75	1776	0	5
2023.06.23	18:10:00	1923.70	1925.39	1922.44	1922.56	1530	0	5
2023.06.23	18:20:00	1922.56	1923.44	1921.65	1921.87	1339	0	6
2023.06.23	18:30:00	1921.93	1922.26	1920.95	1921.73	1451	0	5
2023.06.23	18:40:00	1921.76	1923.20	1921.18	1921.32	1280	0	5
2023.06.23	18:50:00	1921.32	1921.87	1920.88	1921.03	1110	0	8
2023.06.23	19:00:00	1921.06	1921.20	1920.01	1920.24	1079	0	5
2023.06.23	19:10:00	1920.27	1922.35	1920.27	1921.42	773	0	5
2023.06.23	19:20:00	1921.46	1921.53	1920.35	1921.07	853	0	7
2023.06.23	19:30:00	1921.03	1921.20	1919.74	1919.92	844	0	7
2023.06.23	19:40:00	1919.94	1920.14	1918.12	1918.40	928	0	5
2023.06.23	19:50:00	1918.40	1918.93	1917.88	1918.65	772	0	6
2023.06.23	20:00:00	1918.65	1919.74	1918.43	1919.63	945	0	7
2023.06.23	20:10:00	1919.66	1920.61	1919.21	1919.23	785	0	6
2023.06.23	20:20:00	1919.23	1920.34	1918.92	1919.37	932	0	5
2023.06.23	20:30:00	1919.39	1921.24	1919.39	1920.84	754	0	6
2023.06.23	20:40:00	1920.81	1921.25	1920.04	1920.29	582	0	9
2023.06.23	20:50:00	1920.29	1920.88	1919.82	1920.81	450	0	11
2023.06.23	21:00:00	1920.77	1920.88	1919.62	1920.03	420	0	10
2023.06.23	21:10:00	1920.03	1920.25	1919.55	1919.89	485	0	11
2023.06.23	21:20:00	1919.86	1920.30	1919.48	1919.70	480	0	10
2023.06.23	21:30:00	1919.71	1919.87	1919.28	1919.55	521	0	5
2023.06.23	21:40:00	1919.55	1920.36	1919.44	1919.98	629	0	8
2023.06.23	21:50:00	1919.99	1920.63	1919.56	1920.54	574	0	7
2023.06.23	22:00:00	1920.53	1920.97	1919.63	1920.75	697	0	12
2023.06.23	22:10:00	1920.69	1921.23	1920.48	1920.86	523	0	6
2023.06.23	22:20:00	1920.88	1921.10	1920.54	1920.58	463	0	8
2023.06.23	22:30:00	1920.58	1920.72	1919.86	1919.93	455	0	9
2023.06.23	22:40:00	1919.95	1919.97	1919.13	1919.30	502	0	11
2023.06.23	22:50:00	1919.40	1919.66	1918.92	1919.03	742	0	11
2023.06.23	23:00:00	1919.03	1919.98	1918.95	1919.82	395	0	6
2023.06.23	23:10:00	1919.82	1919.92	1919.37	1919.37	192	0	19
2023.06.23	23:20:00	1919.37	1919.72	1919.33	1919.68	189	0	15
2023.06.23	23:30:00	1919.71	1919.91	1919.37	1919.45	177	0	18
2023.06.23	23:40:00	1919.45	1919.70	1919.27	1919.58	123	0	24
2023.06.23	23:50:00	1919.58	1921.41	1919.30	1921.41	165	0	5
2023.06.26	01:00:00	1924.86	1924.90	1922.84	1923.61	436	0	7
2023.06.26	01:10:00	1923.59	1923.90	1923.33	1923.66	238	0	27
2023.06.26	01:20:00	1923.65	1924.43	1923.41	1923.45	210	0	14
2023.06.26	01:30:00	1923.45	1924.39	1922.94	1923.72	340	0	10
2023.06.26	01:40:00	1923.70	1923.84	1922.62	1923.34	270	0	10
2023.06.26	01:50:00	1923.37	1924.83	1923.25	1924.69	290	0	9
2023.06.26	02:00:00	1924.68	1924.68	1923.85	1923.92	242	0	11
2023.06.26	02:10:00	1923.88	1924.93	1923.76	1924.61	214	0	8
2023.06.26	02:20:00	1924.61	1924.73	1924.02	1924.73	183	0	8
2023.06.26	02:30:00	1924.64	1925.26	1924.36	1924.63	200	0	9
2023.06.26	02:40:00	1924.51	1925.39	1924.16	1924.72	313	0	13
2023.06.26	02:50:00	1924.65	1925.34	1924.55	1925.25	244	0	10
2023.06.26	03:00:00	1925.25	1926.08	1924.63	1925.69	680	0	8
2023.06.26	03:10:00	1925.70	1926.33	1925.37	1925.69	469	0	10
2023.06.26	03:20:00	1925.63	1926.07	1925.35	1925.68	397	0	5
2023.06.26	03:30:00	1925.68	1926.17	1925.08	1926.03	496	0	11
2023.06.26	03:40:00	1926.04	1926.95	1925.62	1926.86	492	0	12
2023.06.26	03:50:00	1926.86	1926.96	1925.39	1926.35	625	0	11
2023.06.26	04:00:00	1926.29	1927.46	1925.18	1926.29	1556	0	10
2023.06.26	04:10:00	1926.24	1927.15	1924.98	1927.00	1259	0	14
2023.06.26	04:20:00	1927.00	1927.47	1926.44	1927.16	942	0	13
2023.06.26	04:30:00	1927.13	1928.42	1927.06	1927.75	964	0	6
2023.06.26	04:40:00	1927.73	1928.51	1927.37	1927.50	789	0	8
2023.06.26	04:50:00	1927.50	1927.50	1925.22	1925.34	710	0	7
2023.06.26	05:00:00	1925.31	1925.95	1924.09	1924.79	894	0	12
2023.06.26	05:10:00	1924.79	1926.13	1924.73	1925.80	497	0	13
2023.06.26	05:20:00	1925.78	1926.65	1925.34	1926.58	490	0	17
2023.06.26	05:30:00	1926.60	1926.60	1924.50	1924.91	760	0	5
2023.06.26	05:40:00	1924.91	1925.83	1924.70	1925.10	469	0	7
2023.06.26	05:50:00	1925.10	1925.50	1924.40	1924.50	577	0	7
2023.06.26	06:00:00	1924.45	1925.46	1924.33	1925.43	419	0	11
2023.06.26	06:10:00	1925.43	1926.05	1925.25	1925.96	472	0	7
2023.06.26	06:20:00	1925.99	1926.57	1925.60	1926.39	500	0	6
2023.06.26	06:30:00	1926.41	1926.85	1925.78	1926.43	370	0	9
2023.06.26	06:40:00	1926.47	1926.47	1925.25	1925.59	407	0	12
2023.06.26	06:50:00	1925.63	1925.66	1925.16	1925.46	315	0	16
2023.06.26	07:00:00	1925.47	1925.57	1924.82	1925.00	355	0	16
2023.06.26	07:10:00	1924.99	1925.17	1924.71	1924.88	289	0	17
2023.06.26	07:20:00	1924.90	1925.29	1924.45	1924.97	374	0	12
2023.06.26	07:30:00	1924.98	1925.27	1924.48	1925.21	306	0	16
2023.06.26	07:40:00	1925.21	1925.85	1924.98	1925.78	313	0	17
2023.06.26	07:50:00	1925.80	1925.88	1924.74	1925.02	288	0	13
2023.06.26	08:00:00	1925.02	1925.02	1924.16	1924.16	406	0	14
2023.06.26	08:10:00	1924.18	1925.18	1924.15	1924.44	334	0	15
2023.06.26	08:20:00	1924.44	1924.83	1924.27	1924.51	298	0	10
2023.06.26	08:30:00	1924.51	1926.76	1923.91	1926.31	737	0	5
2023.06.26	08:40:00	1926.30	1926.91	1925.87	1926.26	579	0	6
2023.06.26	08:50:00	1926.27	1927.08	1925.86	1926.70	635	0	9
2023.06.26	09:00:00	1926.70	1927.62	1925.72	1926.13	861	0	11
2023.06.26	09:10:00	1926.10	1926.61	1924.91	1925.14	771	0	10
2023.06.26	09:20:00	1925.05	1925.32	1923.89	1923.92	887	0	8
2023.06.26	09:30:00	1923.92	1923.94	1922.69	1923.33	766	0	6
2023.06.26	09:40:00	1923.31	1923.71	1922.43	1922.99	703	0	5
2023.06.26	09:50:00	1922.99	1923.15	1922.10	1922.74	740	0	6
2023.06.26	10:00:00	1922.72	1924.60	1922.31	1924.47	795	0	5
2023.06.26	10:10:00	1924.50	1926.63	1924.50	1926.06	1022	0	5
2023.06.26	10:20:00	1926.13	1927.65	1925.73	1927.45	889	0	7
2023.06.26	10:30:00	1927.26	1928.98	1927.20	1928.42	1238	0	5
2023.06.26	10:40:00	1928.41	1928.94	1927.78	1928.81	858	0	8
2023.06.26	10:50:00	1928.83	1929.09	1928.13	1928.89	801	0	10
2023.06.26	11:00:00	1928.87	1930.18	1928.86	1929.66	1081	0	5
2023.06.26	11:10:00	1929.64	1930.38	1929.15	1929.55	903	0	5
2023.06.26	11:20:00	1929.55	1932.56	1929.46	1932.12	861	0	7
2023.06.26	11:30:00	1932.12	1932.72	1930.92	1932.46	954	0	5
2023.06.26	11:40:00	1932.46	1933.09	1931.74	1932.95	838	0	10
2023.06.26	11:50:00	1932.94	1933.27	1931.46	1931.69	762	0	5
2023.06.26	12:00:00	1931.66	1932.29	1931.34	1931.51	726	0	9
2023.06.26	12:10:00	1931.50	1932.43	1930.73	1932.17	722	0	6
2023.06.26	12:20:00	1932.20	1932.31	1931.30	1931.60	644	0	8
2023.06.26	12:30:00	1931.57	1931.57	1929.56	1929.88	896	0	6
2023.06.26	12:40:00	1929.85	1930.32	1929.73	1930.07	518	0	7
2023.06.26	12:50:00	1929.99	1930.33	1929.27	1929.80	644	0	5
2023.06.26	13:00:00	1929.79	1931.49	1929.45	1931.32	644	0	9
2023.06.26	13:10:00	1931.25	1931.64	1930.76	1931.31	538	0	5
2023.06.26	13:20:00	1931.27	1932.27	1931.04	1932.01	462	0	5
2023.06.26	13:30:00	1932.06	1933.31	1931.68	1933.22	568	0	5
2023.06.26	13:40:00	1933.19	1933.31	1932.22	1932.55	587	0	7
2023.06.26	13:50:00	1932.55	1932.80	1931.64	1931.88	610	0	6
2023.06.26	14:00:00	1931.88	1932.03	1931.53	1931.94	556	0	5
2023.06.26	14:10:00	1931.94	1932.45	1931.77	1932.17	473	0	7
2023.06.26	14:20:00	1932.13	1932.15	1931.29	1931.44	478	0	6
2023.06.26	14:30:00	1931.40	1932.62	1931.40	1932.19	498	0	6
2023.06.26	14:40:00	1932.22	1932.36	1931.63	1932.04	471	0	9
2023.06.26	14:50:00	1932.01	1932.37	1931.13	1931.31	729	0	5
2023.06.26	15:00:00	1931.30	1932.26	1930.84	1932.07	952	0	6
2023.06.26	15:10:00	1932.04	1932.37	1931.39	1931.71	806	0	5
2023.06.26	15:20:00	1931.72	1932.07	1929.77	1930.94	1437	0	6
2023.06.26	15:30:00	1930.94	1932.95	1930.82	1932.55	1246	0	5
2023.06.26	15:40:00	1932.59	1932.95	1932.12	1932.26	889	0	5
2023.06.26	15:50:00	1932.28	1933.06	1931.45	1931.45	939	0	6
2023.06.26	16:00:00	1931.45	1931.61	1930.26	1930.58	1424	0	5
2023.06.26	16:10:00	1930.58	1930.98	1928.46	1928.54	1269	0	5
2023.06.26	16:20:00	1928.57	1929.22	1927.78	1928.00	1343	0	6
2023.06.26	16:30:00	1927.99	1928.38	1924.96	1925.62	2046	0	5
2023.06.26	16:40:00	1925.55	1926.01	1921.48	1922.26	2077	0	5
2023.06.26	16:50:00	1922.28	1924.76	1921.81	1924.76	2064	0	6
2023.06.26	17:00:00	1924.74	1924.85	1923.14	1924.27	1741	0	5
2023.06.26	17:10:00	1924.24	1925.01	1922.49	1923.51	1587	0	5
2023.06.26	17:20:00	1923.54	1924.42	1923.33	1923.80	1412	0	6
2023.06.26	17:30:00	1923.80	1925.08	1923.15	1925.01	1298	0	5
2023.06.26	17:40:00	1925.12	1925.54	1923.36	1923.86	1469	0	5
2023.06.26	17:50:00	1923.84	1924.27	1922.70	1923.24	1358	0	7
2023.06.26	18:00:00	1923.23	1925.99	1923.23	1924.69	1199	0	5
2023.06.26	18:10:00	1924.71	1926.82	1924.62	1926.70	1252	0	5
2023.06.26	18:20:00	1926.62	1928.48	1926.61	1927.24	1397	0	5
2023.06.26	18:30:00	1927.22	1927.76	1926.57	1927.23	1017	0	5
2023.06.26	18:40:00	1927.26	1928.21	1926.85	1927.98	927	0	5
2023.06.26	18:50:00	1927.96	1928.13	1925.31	1925.68	933	0	6
2023.06.26	19:00:00	1925.70	1926.21	1925.38	1925.89	949	0	5
2023.06.26	19:10:00	1925.90	1926.51	1925.01	1926.27	652	0	6
2023.06.26	19:20:00	1926.26	1926.28	1924.83	1924.98	747	0	6
2023.06.26	19:30:00	1924.98	1925.23	1924.31	1924.50	819	0	7
2023.06.26	19:40:00	1924.49	1925.07	1923.41	1923.52	914	0	6
2023.06.26	19:50:00	1923.51	1924.31	1923.42	1923.69	749	0	5
2023.06.26	20:00:00	1923.72	1924.75	1923.43	1924.75	695	0	5
2023.06.26	20:10:00	1924.75	1924.85	1923.36	1923.58	809	0	7
2023.06.26	20:20:00	1923.58	1924.42	1923.20	1923.54	895	0	7
2023.06.26	20:30:00	1923.52	1924.05	1923.24	1923.98	718	0	6
2023.06.26	20:40:00	1923.96	1924.91	1923.63	1924.78	634	0	9
2023.06.26	20:50:00	1924.78	1925.25	1924.38	1924.48	612	0	7
2023.06.26	21:00:00	1924.51	1924.84	1924.33	1924.54	509	0	7
2023.06.26	21:10:00	1924.55	1924.76	1924.00	1924.16	507	0	6
2023.06.26	21:20:00	1924.19	1924.31	1923.49	1923.88	541	0	5
2023.06.26	21:30:00	1923.91	1924.11	1923.02	1923.02	442	0	8
2023.06.26	21:40:00	1923.03	1924.37	1923.03	1923.87	507	0	9
2023.06.26	21:50:00	1923.87	1923.91	1923.04	1923.38	678	0	11
2023.06.26	22:00:00	1923.35	1923.82	1922.81	1923.66	641	0	6
2023.06.26	22:10:00	1923.63	1923.95	1922.79	1923.09	455	0	7
2023.06.26	22:20:00	1923.13	1923.31	1922.34	1922.50	430	0	9
2023.06.26	22:30:00	1922.50	1923.00	1922.42	1922.52	503	0	5
2023.06.26	22:40:00	1922.49	1922.88	1922.43	1922.63	481	0	6
2023.06.26	22:50:00	1922.65	1923.26	1922.44	1922.86	616	0	6
2023.06.26	23:00:00	1922.82	1923.09	1922.50	1922.73	317	0	6
2023.06.26	23:10:00	1922.71	1922.90	1922.57	1922.70	352	0	12
2023.06.26	23:20:00	1922.67	1923.07	1922.63	1922.92	182	0	5
2023.06.26	23:30:00	1922.96	1923.27	1922.96	1923.21	117	0	6
2023.06.26	23:40:00	1923.21	1923.46	1923.09	1923.28	183	0	5
2023.06.26	23:50:00	1923.32	1923.37	1922.95	1923.00	131	0	8
2023.06.27	01:00:00	1923.16	1924.12	1923.06	1923.75	151	0	23
2023.06.27	01:10:00	1923.75	1924.02	1923.49	1924.01	113	0	29
2023.06.27	01:20:00	1924.00	1924.02	1923.62	1923.66	58	0	32
2023.06.27	01:30:00	1923.63	1924.35	1923.47	1924.04	160	0	21
2023.06.27	01:40:00	1924.04	1924.37	1923.76	1924.05	150	0	23
2023.06.27	01:50:00	1924.08	1924.58	1924.00	1924.58	268	0	23
2023.06.27	02:00:00	1924.57	1924.57	1922.60	1923.46	271	0	21
2023.06.27	02:10:00	1923.41	1923.48	1922.65	1922.72	152	0	15
2023.06.27	02:20:00	1922.72	1922.76	1922.26	1922.35	119	0	11
2023.06.27	02:30:00	1922.34	1922.34	1921.00	1921.64	325	0	7
2023.06.27	02:40:00	1921.64	1922.81	1921.24	1922.44	344	0	8
2023.06.27	02:50:00	1922.41	1922.70	1922.08	1922.58	165	0	5
2023.06.27	03:00:00	1922.53	1922.78	1922.32	1922.48	275	0	8
2023.06.27	03:10:00	1922.42	1922.72	1922.16	1922.43	284	0	11
2023.06.27	03:20:00	1922.43	1923.51	1922.41	1923.40	264	0	13
2023.06.27	03:30:00	1923.41	1924.77	1923.38	1924.32	393	0	7
2023.06.27	03:40:00	1924.33	1924.33	1922.31	1922.97	511	0	6
2023.06.27	03:50:00	1922.97	1923.07	1921.67	1922.66	438	0	10
2023.06.27	04:00:00	1922.72	1924.14	1922.57	1923.90	693	0	9
2023.06.27	04:10:00	1923.90	1924.94	1923.53	1924.45	848	0	9
2023.06.27	04:20:00	1924.44	1925.31	1924.28	1925.29	775	0	14
2023.06.27	04:30:00	1925.20	1926.15	1924.77	1926.10	936	0	8
2023.06.27	04:40:00	1926.09	1929.20	1926.09	1929.02	1229	0	5
2023.06.27	04:50:00	1929.00	1930.37	1928.50	1929.18	1159	0	9
2023.06.27	05:00:00	1929.13	1929.55	1928.23	1928.23	814	0	9
2023.06.27	05:10:00	1928.23	1928.59	1927.59	1927.95	668	0	8
2023.06.27	05:20:00	1927.95	1928.05	1927.03	1927.14	555	0	9
2023.06.27	05:30:00	1927.13	1927.74	1926.99	1927.35	594	0	8
2023.06.27	05:40:00	1927.36	1928.11	1927.25	1927.68	617	0	13
2023.06.27	05:50:00	1927.63	1928.89	1927.32	1928.75	623	0	12
2023.06.27	06:00:00	1928.75	1929.30	1928.11	1928.72	592	0	8
2023.06.27	06:10:00	1928.71	1928.98	1927.91	1928.85	756	0	9
2023.06.27	06:20:00	1928.86	1929.11	1928.45	1928.83	551	0	8
2023.06.27	06:30:00	1928.83	1929.38	1928.61	1929.27	508	0	15
2023.06.27	06:40:00	1929.30	1929.50	1928.80	1928.88	511	0	9
2023.06.27	06:50:00	1928.88	1929.00	1928.10	1928.37	357	0	9
2023.06.27	07:00:00	1928.39	1929.12	1928.31	1928.83	383	0	11
2023.06.27	07:10:00	1928.81	1928.96	1928.48	1928.65	293	0	12
2023.06.27	07:20:00	1928.65	1929.38	1928.57	1928.94	376	0	8
2023.06.27	07:30:00	1928.93	1929.07	1928.34	1928.99	261	0	8
2023.06.27	07:40:00	1928.99	1929.64	1928.92	1929.46	304	0	7
2023.06.27	07:50:00	1929.48	1929.50	1928.33	1928.44	294	0	6
2023.06.27	08:00:00	1928.44	1929.12	1928.32	1928.86	323	0	6
2023.06.27	08:10:00	1928.86	1929.43	1928.51	1929.23	392	0	10
2023.06.27	08:20:00	1929.24	1929.27	1928.23	1928.59	333	0	7
2023.06.27	08:30:00	1928.57	1929.07	1926.88	1926.93	797	0	5
2023.06.27	08:40:00	1926.92	1927.30	1926.00	1926.12	784	0	6
2023.06.27	08:50:00	1926.10	1926.57	1924.97	1925.05	915	0	6
2023.06.27	09:00:00	1924.98	1925.35	1924.17	1925.11	1044	0	7
