<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.28	06:10:00	1953.16	1954.23	1953.04	1953.74	593	0	14
2023.07.28	06:20:00	1953.79	1954.41	1950.65	1952.94	1122	0	5
2023.07.28	06:30:00	1953.00	1954.83	1950.12	1952.63	2589	0	5
2023.07.28	06:40:00	1952.64	1953.88	1951.33	1953.27	2119	0	9
2023.07.28	06:50:00	1953.27	1954.38	1952.13	1954.17	1168	0	6
2023.07.28	07:00:00	1954.27	1955.31	1953.65	1955.17	1722	0	5
2023.07.28	07:10:00	1955.15	1956.74	1954.15	1955.89	1515	0	5
2023.07.28	07:20:00	1955.87	1956.08	1952.56	1952.60	1214	0	11
2023.07.28	07:30:00	1952.61	1953.93	1952.47	1952.55	838	0	5
2023.07.28	07:40:00	1952.54	1952.82	1950.62	1952.07	1030	0	5
2023.07.28	07:50:00	1952.06	1952.25	1951.22	1951.78	696	0	10
2023.07.28	08:00:00	1951.78	1952.75	1951.65	1952.07	676	0	14
2023.07.28	08:10:00	1952.08	1952.36	1951.09	1951.73	566	0	5
2023.07.28	08:20:00	1951.75	1952.27	1951.20	1951.76	661	0	8
2023.07.28	08:30:00	1951.76	1953.11	1950.63	1953.11	1321	0	5
2023.07.28	08:40:00	1953.14	1953.46	1951.22	1952.35	789	0	7
2023.07.28	08:50:00	1952.35	1952.70	1951.45	1952.65	674	0	12
2023.07.28	09:00:00	1952.65	1953.50	1951.82	1951.96	917	0	5
2023.07.28	09:10:00	1951.96	1952.30	1951.36	1951.86	719	0	8
2023.07.28	09:20:00	1951.86	1952.67	1950.30	1950.31	867	0	6
2023.07.28	09:30:00	1950.28	1952.00	1949.95	1951.62	1294	0	6
2023.07.28	09:40:00	1951.63	1952.45	1950.65	1951.34	1135	0	9
2023.07.28	09:50:00	1951.34	1951.88	1950.62	1951.53	1093	0	13
2023.07.28	10:00:00	1951.21	1953.10	1951.08	1952.63	1422	0	5
2023.07.28	10:10:00	1952.63	1953.33	1951.50	1951.64	1016	0	5
2023.07.28	10:20:00	1951.64	1952.12	1949.93	1950.65	1086	0	7
2023.07.28	10:30:00	1950.65	1951.02	1948.94	1950.11	1051	0	5
2023.07.28	10:40:00	1950.11	1950.50	1948.63	1948.94	1047	0	5
2023.07.28	10:50:00	1948.91	1950.33	1948.22	1949.61	891	0	6
2023.07.28	11:00:00	1949.63	1949.87	1947.98	1948.44	821	0	6
2023.07.28	11:10:00	1948.43	1949.18	1947.83	1949.10	815	0	5
2023.07.28	11:20:00	1949.09	1949.92	1948.90	1949.63	698	0	6
2023.07.28	11:30:00	1949.59	1950.15	1949.26	1949.57	787	0	6
2023.07.28	11:40:00	1949.57	1949.93	1948.75	1949.58	648	0	11
2023.07.28	11:50:00	1949.56	1950.44	1949.14	1949.50	611	0	5
2023.07.28	12:00:00	1949.52	1950.23	1948.87	1949.24	799	0	6
2023.07.28	12:10:00	1949.21	1949.27	1948.34	1948.77	635	0	5
2023.07.28	12:20:00	1948.73	1949.99	1948.58	1949.37	605	0	5
2023.07.28	12:30:00	1949.33	1951.13	1949.33	1950.03	745	0	5
2023.07.28	12:40:00	1949.94	1952.78	1949.94	1952.51	789	0	5
2023.07.28	12:50:00	1952.51	1953.68	1951.82	1951.89	709	0	5
2023.07.28	13:00:00	1951.92	1952.26	1951.02	1952.23	764	0	5
2023.07.28	13:10:00	1952.23	1953.45	1952.06	1953.31	621	0	5
2023.07.28	13:20:00	1953.29	1954.12	1953.04	1953.97	570	0	5
2023.07.28	13:30:00	1953.98	1954.57	1952.90	1953.29	581	0	5
2023.07.28	13:40:00	1953.30	1954.49	1953.30	1953.50	463	0	5
2023.07.28	13:50:00	1953.45	1954.05	1952.93	1953.07	363	0	5
2023.07.28	14:00:00	1953.07	1954.59	1953.03	1954.10	538	0	5
2023.07.28	14:10:00	1954.09	1955.97	1953.89	1955.57	505	0	5
2023.07.28	14:20:00	1955.45	1957.67	1955.38	1957.30	727	0	5
2023.07.28	14:30:00	1957.30	1958.02	1956.54	1956.74	710	0	5
2023.07.28	14:40:00	1956.72	1956.72	1954.75	1956.50	689	0	5
2023.07.28	14:50:00	1956.50	1957.04	1956.12	1956.57	678	0	5
2023.07.28	15:00:00	1956.55	1958.20	1956.12	1957.51	856	0	5
2023.07.28	15:10:00	1957.49	1957.54	1954.31	1954.66	844	0	5
2023.07.28	15:20:00	1954.56	1956.77	1954.26	1956.27	1094	0	5
2023.07.28	15:30:00	1956.27	1961.09	1955.28	1956.65	2717	0	5
2023.07.28	15:40:00	1956.65	1957.02	1954.08	1955.38	2052	0	5
2023.07.28	15:50:00	1955.35	1958.19	1955.35	1955.55	1495	0	5
2023.07.28	16:00:00	1955.53	1955.66	1952.21	1953.44	1846	0	5
2023.07.28	16:10:00	1953.39	1956.16	1953.37	1954.74	1142	0	5
2023.07.28	16:20:00	1954.77	1956.55	1954.42	1954.88	956	0	5
2023.07.28	16:30:00	1954.93	1955.59	1952.60	1954.41	1852	0	5
2023.07.28	16:40:00	1954.40	1957.61	1954.40	1957.29	1732	0	7
2023.07.28	16:50:00	1957.41	1957.97	1955.81	1955.84	1354	0	7
2023.07.28	17:00:00	1955.88	1959.62	1955.09	1959.61	2222	0	5
2023.07.28	17:10:00	1959.60	1960.56	1958.86	1959.13	1652	0	5
2023.07.28	17:20:00	1959.09	1959.82	1957.27	1958.48	1386	0	7
2023.07.28	17:30:00	1958.46	1959.23	1957.45	1959.19	1359	0	7
2023.07.28	17:40:00	1959.16	1959.80	1958.71	1959.29	1210	0	5
2023.07.28	17:50:00	1959.29	1960.48	1959.03	1960.14	1191	0	5
2023.07.28	18:00:00	1960.14	1962.09	1959.94	1960.98	1033	0	6
2023.07.28	18:10:00	1960.95	1961.62	1959.66	1961.30	1060	0	5
2023.07.28	18:20:00	1961.32	1963.40	1960.54	1962.65	937	0	5
2023.07.28	18:30:00	1962.64	1963.07	1961.72	1962.18	1034	0	5
2023.07.28	18:40:00	1962.18	1962.42	1960.90	1961.09	864	0	6
2023.07.28	18:50:00	1961.11	1961.41	1960.35	1960.89	839	0	7
2023.07.28	19:00:00	1960.92	1962.27	1960.26	1961.30	726	0	5
2023.07.28	19:10:00	1961.29	1962.02	1961.09	1961.69	475	0	10
2023.07.28	19:20:00	1961.69	1962.71	1961.66	1962.66	453	0	7
2023.07.28	19:30:00	1962.66	1963.45	1962.45	1962.53	486	0	5
2023.07.28	19:40:00	1962.55	1962.55	1961.28	1961.75	542	0	5
2023.07.28	19:50:00	1961.75	1962.37	1961.00	1961.05	456	0	5
2023.07.28	20:00:00	1961.05	1962.05	1960.88	1961.96	651	0	6
2023.07.28	20:10:00	1961.96	1962.37	1961.44	1961.96	544	0	11
2023.07.28	20:20:00	1961.97	1962.36	1961.19	1961.25	684	0	8
2023.07.28	20:30:00	1961.25	1961.32	1959.88	1960.15	638	0	8
2023.07.28	20:40:00	1960.17	1960.27	1958.83	1958.93	681	0	7
2023.07.28	20:50:00	1958.96	1959.87	1958.91	1959.61	639	0	6
2023.07.28	21:00:00	1959.65	1960.42	1959.59	1959.95	500	0	9
2023.07.28	21:10:00	1959.98	1960.39	1959.90	1960.18	402	0	6
2023.07.28	21:20:00	1960.15	1960.87	1960.15	1960.80	387	0	11
2023.07.28	21:30:00	1960.79	1960.92	1959.45	1959.72	381	0	11
2023.07.28	21:40:00	1959.70	1959.90	1958.98	1959.24	343	0	15
2023.07.28	21:50:00	1959.23	1960.04	1958.96	1959.00	413	0	6
2023.07.28	22:00:00	1959.01	1959.04	1958.07	1958.11	497	0	5
2023.07.28	22:10:00	1958.11	1958.49	1957.47	1958.45	360	0	7
2023.07.28	22:20:00	1958.48	1959.02	1958.45	1958.94	328	0	5
2023.07.28	22:30:00	1958.93	1959.00	1958.44	1958.94	249	0	9
2023.07.28	22:40:00	1958.94	1959.40	1958.85	1959.11	304	0	5
2023.07.28	22:50:00	1959.10	1959.51	1959.02	1959.05	567	0	7
2023.07.28	23:00:00	1959.05	1959.56	1958.63	1958.88	234	0	9
2023.07.28	23:10:00	1958.87	1959.05	1958.76	1958.95	251	0	15
2023.07.28	23:20:00	1958.94	1959.22	1958.79	1958.86	180	0	14
2023.07.28	23:30:00	1958.90	1959.01	1958.66	1958.82	195	0	13
2023.07.28	23:40:00	1958.82	1959.10	1958.69	1958.99	193	0	13
2023.07.28	23:50:00	1958.99	1959.40	1958.84	1959.02	83	0	16
2023.07.31	01:00:00	1958.95	1960.00	1958.88	1959.64	158	0	23
2023.07.31	01:10:00	1959.63	1960.28	1959.42	1960.19	196	0	9
2023.07.31	01:20:00	1960.19	1960.44	1959.86	1960.23	201	0	7
2023.07.31	01:30:00	1960.23	1960.54	1960.13	1960.18	215	0	10
2023.07.31	01:40:00	1960.14	1960.43	1959.83	1960.06	198	0	10
2023.07.31	01:50:00	1960.02	1960.28	1960.01	1960.03	155	0	13
2023.07.31	02:00:00	1960.02	1960.12	1957.34	1957.72	586	0	8
2023.07.31	02:10:00	1957.72	1958.88	1957.68	1958.56	229	0	15
2023.07.31	02:20:00	1958.53	1959.02	1958.40	1958.75	204	0	7
2023.07.31	02:30:00	1958.79	1959.63	1958.40	1958.82	260	0	11
2023.07.31	02:40:00	1958.84	1959.13	1958.34	1958.35	251	0	7
2023.07.31	02:50:00	1958.35	1958.76	1957.82	1958.03	321	0	11
2023.07.31	03:00:00	1958.03	1958.04	1957.39	1957.95	462	0	10
2023.07.31	03:10:00	1957.94	1958.82	1957.71	1958.02	423	0	12
2023.07.31	03:20:00	1958.02	1958.78	1957.71	1957.82	403	0	10
2023.07.31	03:30:00	1957.84	1957.84	1956.73	1957.26	428	0	17
2023.07.31	03:40:00	1957.22	1957.51	1956.80	1956.90	383	0	8
2023.07.31	03:50:00	1956.90	1958.49	1956.33	1958.20	549	0	9
2023.07.31	04:00:00	1958.23	1958.56	1955.94	1955.94	973	0	7
2023.07.31	04:10:00	1955.94	1958.39	1955.43	1958.38	909	0	7
2023.07.31	04:20:00	1958.38	1958.59	1957.04	1957.05	650	0	5
2023.07.31	04:30:00	1957.07	1957.74	1956.55	1956.66	1224	0	13
2023.07.31	04:40:00	1956.67	1957.45	1955.95	1956.80	990	0	5
2023.07.31	04:50:00	1956.82	1957.50	1956.36	1956.70	834	0	10
2023.07.31	05:00:00	1956.67	1958.06	1956.22	1957.78	821	0	12
2023.07.31	05:10:00	1957.78	1958.39	1957.62	1957.91	659	0	12
2023.07.31	05:20:00	1957.91	1958.26	1956.90	1957.24	527	0	13
2023.07.31	05:30:00	1957.26	1957.48	1956.82	1957.13	460	0	11
2023.07.31	05:40:00	1957.15	1957.68	1956.10	1956.17	523	0	12
2023.07.31	05:50:00	1956.19	1956.74	1956.04	1956.65	518	0	11
2023.07.31	06:00:00	1956.67	1957.24	1956.10	1956.97	511	0	12
2023.07.31	06:10:00	1956.98	1957.32	1956.66	1957.20	347	0	15
2023.07.31	06:20:00	1957.21	1957.51	1956.84	1956.97	275	0	6
2023.07.31	06:30:00	1956.98	1957.25	1956.05	1956.05	314	0	10
2023.07.31	06:40:00	1956.05	1956.09	1954.44	1954.50	506	0	8
2023.07.31	06:50:00	1954.50	1954.66	1953.62	1954.53	480	0	10
2023.07.31	07:00:00	1954.53	1954.59	1953.49	1954.03	431	0	14
2023.07.31	07:10:00	1954.03	1954.15	1953.39	1953.45	310	0	13
2023.07.31	07:20:00	1953.45	1955.04	1953.45	1954.98	387	0	5
2023.07.31	07:30:00	1954.98	1955.18	1953.93	1954.71	496	0	5
2023.07.31	07:40:00	1954.70	1955.73	1954.41	1954.83	422	0	5
2023.07.31	07:50:00	1954.80	1955.14	1954.39	1954.42	259	0	7
2023.07.31	08:00:00	1954.40	1954.69	1953.08	1953.62	383	0	8
2023.07.31	08:10:00	1953.62	1954.34	1953.59	1954.30	322	0	13
2023.07.31	08:20:00	1954.30	1954.44	1953.84	1953.86	340	0	13
2023.07.31	08:30:00	1953.85	1954.44	1953.21	1953.77	814	0	7
2023.07.31	08:40:00	1953.80	1954.70	1953.48	1954.67	519	0	7
2023.07.31	08:50:00	1954.68	1955.27	1954.20	1955.02	436	0	14
2023.07.31	09:00:00	1955.02	1955.02	1954.07	1954.85	730	0	5
2023.07.31	09:10:00	1954.85	1956.96	1954.54	1956.96	745	0	6
2023.07.31	09:20:00	1956.94	1957.12	1956.21	1956.35	604	0	5
2023.07.31	09:30:00	1956.36	1956.91	1955.97	1956.51	467	0	8
2023.07.31	09:40:00	1956.48	1956.73	1955.19	1955.67	537	0	10
2023.07.31	09:50:00	1955.66	1955.66	1953.59	1954.78	663	0	6
2023.07.31	10:00:00	1954.85	1955.41	1953.16	1955.27	937	0	6
2023.07.31	10:10:00	1955.27	1955.90	1954.87	1955.10	614	0	11
2023.07.31	10:20:00	1955.09	1956.20	1955.07	1955.68	478	0	5
2023.07.31	10:30:00	1955.68	1955.72	1954.37	1954.39	566	0	8
2023.07.31	10:40:00	1954.41	1954.71	1953.82	1954.69	602	0	9
2023.07.31	10:50:00	1954.69	1954.93	1954.27	1954.84	468	0	7
2023.07.31	11:00:00	1954.84	1955.89	1954.58	1955.58	594	0	9
2023.07.31	11:10:00	1955.58	1955.63	1954.84	1955.02	473	0	11
2023.07.31	11:20:00	1955.02	1955.19	1953.69	1954.51	576	0	7
2023.07.31	11:30:00	1954.51	1954.61	1953.78	1953.84	566	0	5
2023.07.31	11:40:00	1953.84	1954.14	1953.20	1953.20	537	0	8
2023.07.31	11:50:00	1953.20	1953.81	1950.95	1953.51	849	0	6
2023.07.31	12:00:00	1953.49	1955.37	1953.27	1954.38	874	0	5
2023.07.31	12:10:00	1954.32	1954.80	1953.58	1954.16	409	0	10
2023.07.31	12:20:00	1954.17	1955.61	1953.71	1955.43	514	0	5
2023.07.31	12:30:00	1955.41	1956.52	1955.13	1956.44	645	0	6
2023.07.31	12:40:00	1956.44	1957.16	1956.24	1956.83	632	0	6
2023.07.31	12:50:00	1956.85	1956.93	1955.77	1956.82	483	0	5
2023.07.31	13:00:00	1956.80	1957.63	1956.53	1956.95	449	0	7
2023.07.31	13:10:00	1956.91	1958.23	1956.77	1958.00	509	0	7
2023.07.31	13:20:00	1958.00	1958.00	1956.95	1957.17	508	0	5
2023.07.31	13:30:00	1957.17	1957.42	1956.40	1956.59	388	0	5
2023.07.31	13:40:00	1956.61	1957.09	1956.39	1956.99	380	0	7
2023.07.31	13:50:00	1957.01	1958.38	1956.95	1958.38	529	0	5
2023.07.31	14:00:00	1958.38	1959.20	1957.90	1958.62	621	0	5
2023.07.31	14:10:00	1958.63	1959.96	1958.55	1959.65	565	0	7
2023.07.31	14:20:00	1959.65	1960.69	1958.76	1960.66	556	0	5
2023.07.31	14:30:00	1960.66	1961.05	1959.66	1959.91	566	0	5
2023.07.31	14:40:00	1959.91	1960.09	1958.69	1958.72	477	0	6
2023.07.31	14:50:00	1958.63	1959.75	1958.56	1959.05	633	0	12
2023.07.31	15:00:00	1959.03	1959.16	1957.45	1957.98	694	0	10
2023.07.31	15:10:00	1957.98	1959.13	1957.81	1958.50	797	0	6
2023.07.31	15:20:00	1958.63	1962.32	1958.60	1961.86	1157	0	6
2023.07.31	15:30:00	1961.91	1965.61	1961.87	1965.15	1542	0	5
2023.07.31	15:40:00	1965.15	1966.01	1963.35	1965.34	1206	0	5
2023.07.31	15:50:00	1965.32	1966.99	1964.85	1965.46	1150	0	5
2023.07.31	16:00:00	1965.46	1965.82	1963.77	1964.14	1415	0	6
2023.07.31	16:10:00	1964.14	1965.15	1963.56	1964.15	1297	0	6
2023.07.31	16:20:00	1964.09	1965.56	1962.79	1965.33	1022	0	5
2023.07.31	16:30:00	1965.38	1968.40	1965.13	1968.02	1829	0	5
2023.07.31	16:40:00	1968.00	1971.75	1967.13	1970.61	1907	0	5
2023.07.31	16:50:00	1970.64	1972.35	1970.28	1971.36	1786	0	5
2023.07.31	17:00:00	1971.36	1971.91	1969.14	1970.15	1726	0	5
2023.07.31	17:10:00	1970.13	1970.88	1968.53	1968.99	1537	0	6
2023.07.31	17:20:00	1969.00	1969.10	1966.67	1966.84	1336	0	7
2023.07.31	17:30:00	1966.84	1968.76	1966.60	1966.60	1122	0	5
2023.07.31	17:40:00	1966.60	1966.81	1965.54	1966.33	1231	0	6
2023.07.31	17:50:00	1966.30	1969.23	1966.18	1967.32	1533	0	5
2023.07.31	18:00:00	1967.24	1968.66	1966.67	1968.28	1117	0	6
2023.07.31	18:10:00	1968.27	1968.91	1967.87	1968.57	842	0	5
2023.07.31	18:20:00	1968.64	1969.77	1968.44	1969.76	864	0	5
2023.07.31	18:30:00	1969.77	1970.82	1969.63	1970.42	791	0	6
2023.07.31	18:40:00	1970.44	1971.66	1970.38	1971.08	761	0	6
2023.07.31	18:50:00	1971.09	1971.10	1970.18	1970.74	592	0	6
2023.07.31	19:00:00	1970.74	1971.08	1970.33	1971.03	575	0	6
2023.07.31	19:10:00	1971.05	1971.80	1970.72	1971.48	518	0	5
2023.07.31	19:20:00	1971.49	1971.67	1971.24	1971.24	292	0	5
2023.07.31	19:30:00	1971.25	1971.96	1971.25	1971.57	493	0	5
2023.07.31	19:40:00	1971.56	1972.25	1971.25	1971.26	493	0	6
2023.07.31	19:50:00	1971.26	1971.39	1970.17	1970.92	688	0	5
2023.07.31	20:00:00	1970.94	1971.76	1970.80	1971.61	550	0	5
2023.07.31	20:10:00	1971.59	1971.91	1971.01	1971.81	515	0	5
2023.07.31	20:20:00	1971.78	1972.03	1970.57	1970.64	762	0	7
2023.07.31	20:30:00	1970.62	1971.26	1970.47	1970.95	514	0	5
2023.07.31	20:40:00	1970.95	1971.14	1970.53	1970.89	395	0	5
2023.07.31	20:50:00	1970.85	1971.14	1970.61	1970.95	280	0	9
2023.07.31	21:00:00	1970.95	1971.03	1969.31	1969.37	470	0	7
2023.07.31	21:10:00	1969.34	1969.81	1969.23	1969.53	341	0	8
2023.07.31	21:20:00	1969.53	1969.57	1968.53	1968.60	503	0	6
2023.07.31	21:30:00	1968.54	1968.65	1967.46	1967.86	516	0	5
2023.07.31	21:40:00	1967.86	1968.44	1967.19	1967.24	357	0	5
2023.07.31	21:50:00	1967.24	1967.44	1966.34	1966.42	461	0	5
2023.07.31	22:00:00	1966.42	1967.04	1966.24	1966.38	492	0	7
2023.07.31	22:10:00	1966.38	1966.86	1965.66	1965.67	450	0	5
2023.07.31	22:20:00	1965.66	1966.37	1965.27	1966.37	494	0	6
2023.07.31	22:30:00	1966.40	1966.40	1965.09	1965.12	460	0	8
2023.07.31	22:40:00	1965.12	1965.47	1964.93	1965.14	485	0	6
2023.07.31	22:50:00	1965.18	1965.67	1964.21	1964.51	859	0	7
2023.07.31	23:00:00	1964.51	1965.96	1964.48	1965.57	529	0	12
2023.07.31	23:10:00	1965.57	1965.57	1965.11	1965.20	260	0	10
2023.07.31	23:20:00	1965.20	1965.70	1965.17	1965.37	183	0	10
2023.07.31	23:30:00	1965.37	1965.37	1964.68	1965.12	180	0	11
2023.07.31	23:40:00	1965.13	1965.43	1964.98	1965.40	161	0	15
2023.07.31	23:50:00	1965.40	1965.64	1965.23	1965.40	132	0	19
2023.08.01	01:00:00	1965.63	1965.92	1965.41	1965.43	166	0	15
2023.08.01	01:10:00	1965.43	1965.78	1965.04	1965.09	122	0	19
2023.08.01	01:20:00	1965.10	1965.16	1964.53	1965.13	233	0	14
2023.08.01	01:30:00	1965.14	1965.78	1964.98	1965.26	128	0	22
2023.08.01	01:40:00	1965.24	1965.61	1965.24	1965.40	82	0	18
2023.08.01	01:50:00	1965.40	1965.73	1965.40	1965.56	88	0	17
2023.08.01	02:00:00	1965.68	1965.68	1963.99	1964.09	286	0	16
2023.08.01	02:10:00	1964.09	1965.26	1963.97	1965.24	191	0	14
2023.08.01	02:20:00	1965.24	1965.64	1964.92	1964.94	142	0	16
2023.08.01	02:30:00	1964.94	1964.95	1964.54	1964.58	118	0	14
2023.08.01	02:40:00	1964.57	1964.66	1963.88	1964.04	232	0	12
2023.08.01	02:50:00	1964.13	1964.43	1963.87	1963.89	169	0	11
2023.08.01	03:00:00	1963.89	1964.62	1963.85	1964.46	352	0	12
2023.08.01	03:10:00	1964.44	1964.44	1963.88	1963.99	333	0	10
2023.08.01	03:20:00	1964.01	1964.22	1963.30	1963.58	346	0	10
2023.08.01	03:30:00	1963.57	1964.07	1963.08	1963.32	351	0	9
2023.08.01	03:40:00	1963.32	1963.54	1963.06	1963.36	332	0	10
2023.08.01	03:50:00	1963.34	1963.75	1962.95	1963.36	484	0	8
2023.08.01	04:00:00	1963.31	1963.93	1963.05	1963.15	934	0	5
2023.08.01	04:10:00	1963.15	1963.56	1962.99	1963.53	772	0	6
2023.08.01	04:20:00	1963.54	1963.54	1962.61	1962.74	636	0	5
2023.08.01	04:30:00	1962.72	1962.99	1962.41	1962.65	735	0	6
2023.08.01	04:40:00	1962.70	1962.80	1961.84	1962.13	916	0	5
2023.08.01	04:50:00	1962.17	1962.60	1960.69	1960.94	571	0	6
2023.08.01	05:00:00	1960.77	1961.12	1959.81	1960.05	841	0	6
2023.08.01	05:10:00	1960.04	1960.60	1959.73	1960.00	402	0	6
2023.08.01	05:20:00	1960.00	1960.26	1959.64	1959.95	450	0	9
2023.08.01	05:30:00	1959.93	1960.36	1959.34	1959.87	586	0	11
2023.08.01	05:40:00	1959.87	1959.96	1959.25	1959.30	526	0	6
2023.08.01	05:50:00	1959.27	1960.74	1958.94	1960.51	619	0	7
2023.08.01	06:00:00	1960.51	1960.93	1959.66	1960.74	544	0	9
2023.08.01	06:10:00	1960.72	1961.62	1960.46	1961.25	616	0	6
2023.08.01	06:20:00	1961.30	1961.53	1960.85	1960.91	499	0	7
2023.08.01	06:30:00	1960.91	1961.70	1960.52	1961.44	541	0	8
2023.08.01	06:40:00	1961.45	1962.01	1961.34	1961.58	380	0	5
2023.08.01	06:50:00	1961.59	1962.76	1961.46	1962.15	508	0	7
2023.08.01	07:00:00	1962.11	1962.28	1961.00	1961.00	298	0	5
2023.08.01	07:10:00	1961.00	1961.10	1960.34	1960.77	250	0	6
2023.08.01	07:20:00	1960.74	1961.20	1960.59	1960.59	303	0	7
2023.08.01	07:30:00	1960.62	1961.07	1959.84	1959.89	710	0	9
2023.08.01	07:40:00	1959.90	1960.04	1958.80	1959.49	487	0	5
2023.08.01	07:50:00	1959.52	1960.08	1959.43	1959.64	394	0	5
2023.08.01	08:00:00	1959.61	1960.15	1958.55	1959.90	481	0	5
2023.08.01	08:10:00	1959.87	1960.01	1958.39	1958.46	529	0	5
2023.08.01	08:20:00	1958.44	1959.39	1958.41	1959.19	371	0	6
2023.08.01	08:30:00	1959.31	1960.12	1959.24	1959.43	429	0	6
2023.08.01	08:40:00	1959.41	1959.54	1958.76	1958.90	530	0	11
2023.08.01	08:50:00	1958.88	1959.05	1958.23	1958.90	586	0	7
2023.08.01	09:00:00	1958.86	1959.12	1957.48	1957.86	697	0	7
2023.08.01	09:10:00	1957.86	1957.97	1955.89	1955.96	926	0	5
2023.08.01	09:20:00	1955.96	1957.62	1955.81	1957.36	687	0	5
2023.08.01	09:30:00	1957.37	1958.11	1957.13	1958.01	567	0	7
2023.08.01	09:40:00	1958.01	1958.25	1957.31	1957.72	593	0	7
2023.08.01	09:50:00	1957.72	1958.02	1957.11	1957.62	484	0	6
2023.08.01	10:00:00	1957.60	1957.64	1955.74	1955.74	886	0	5
2023.08.01	10:10:00	1955.74	1957.07	1955.35	1955.52	1034	0	5
2023.08.01	10:20:00	1955.55	1957.28	1954.94	1956.24	780	0	5
2023.08.01	10:30:00	1956.24	1956.80	1955.29	1955.43	796	0	7
2023.08.01	10:40:00	1955.43	1956.15	1954.69	1954.77	723	0	5
2023.08.01	10:50:00	1954.74	1956.22	1954.39	1955.45	825	0	5
2023.08.01	11:00:00	1955.38	1955.61	1954.68	1955.19	804	0	5
2023.08.01	11:10:00	1955.17	1956.35	1954.91	1955.88	687	0	5
2023.08.01	11:20:00	1955.90	1956.81	1955.68	1955.81	751	0	5
2023.08.01	11:30:00	1955.85	1956.36	1954.88	1956.27	726	0	5
2023.08.01	11:40:00	1956.27	1957.13	1955.81	1956.00	624	0	6
2023.08.01	11:50:00	1956.00	1957.17	1955.64	1955.80	611	0	6
2023.08.01	12:00:00	1955.80	1956.61	1955.66	1956.57	511	0	5
2023.08.01	12:10:00	1956.57	1956.77	1956.26	1956.57	375	0	6
2023.08.01	12:20:00	1956.57	1957.05	1956.35	1956.67	448	0	7
2023.08.01	12:30:00	1956.67	1957.68	1956.08	1957.38	569	0	6
2023.08.01	12:40:00	1957.31	1957.42	1957.04	1957.04	407	0	12
2023.08.01	12:50:00	1957.06	1957.09	1956.67	1956.83	376	0	6
2023.08.01	13:00:00	1956.79	1957.43	1956.34	1956.56	543	0	6
2023.08.01	13:10:00	1956.56	1957.16	1955.38	1955.93	526	0	5
2023.08.01	13:20:00	1955.93	1956.21	1955.07	1955.17	400	0	7
2023.08.01	13:30:00	1955.20	1955.29	1954.64	1954.69	423	0	5
2023.08.01	13:40:00	1954.69	1955.59	1954.49	1955.46	516	0	6
2023.08.01	13:50:00	1955.46	1957.23	1955.28	1956.19	536	0	5
2023.08.01	14:00:00	1956.35	1956.62	1954.83	1954.98	600	0	9
2023.08.01	14:10:00	1954.99	1955.03	1953.23	1953.76	772	0	5
2023.08.01	14:20:00	1953.76	1955.94	1953.24	1955.94	703	0	5
2023.08.01	14:30:00	1955.88	1955.90	1953.59	1953.62	616	0	8
2023.08.01	14:40:00	1953.61	1954.30	1953.38	1954.12	557	0	6
2023.08.01	14:50:00	1954.09	1954.54	1953.09	1953.57	650	0	7
2023.08.01	15:00:00	1953.57	1955.99	1951.81	1954.30	1203	0	5
2023.08.01	15:10:00	1954.49	1954.70	1952.20	1953.97	785	0	8
2023.08.01	15:20:00	1953.97	1954.47	1950.33	1951.22	1607	0	5
2023.08.01	15:30:00	1951.17	1951.84	1949.50	1951.49	1555	0	5
2023.08.01	15:40:00	1951.60	1952.07	1946.74	1946.74	1891	0	5
2023.08.01	15:50:00	1946.80	1947.81	1945.92	1946.77	1930	0	5
2023.08.01	16:00:00	1946.77	1948.58	1945.42	1946.27	1956	0	5
2023.08.01	16:10:00	1946.27	1948.31	1945.23	1946.09	1556	0	5
2023.08.01	16:20:00	1946.11	1948.57	1944.44	1948.34	1519	0	5
2023.08.01	16:30:00	1948.37	1948.72	1944.87	1946.28	2014	0	5
2023.08.01	16:40:00	1946.25	1948.07	1944.38	1948.06	1643	0	5
2023.08.01	16:50:00	1947.95	1948.57	1946.65	1947.80	1587	0	6
2023.08.01	17:00:00	1948.21	1953.79	1945.90	1947.09	3030	0	5
2023.08.01	17:10:00	1946.92	1948.28	1945.66	1946.04	1910	0	5
2023.08.01	17:20:00	1946.13	1947.89	1944.60	1945.00	1663	0	6
2023.08.01	17:30:00	1944.99	1946.83	1943.52	1946.57	1868	0	5
2023.08.01	17:40:00	1946.58	1947.27	1944.95	1945.35	1383	0	5
2023.08.01	17:50:00	1945.35	1946.92	1944.94	1946.61	1642	0	5
2023.08.01	18:00:00	1946.62	1946.73	1943.22	1943.36	1486	0	5
2023.08.01	18:10:00	1943.24	1943.72	1941.38	1943.50	1393	0	5
2023.08.01	18:20:00	1943.49	1944.56	1942.47	1943.27	983	0	5
2023.08.01	18:30:00	1943.24	1945.07	1942.85	1943.92	1004	0	5
2023.08.01	18:40:00	1943.94	1944.37	1943.13	1943.55	652	0	5
2023.08.01	18:50:00	1943.53	1944.49	1943.39	1944.28	736	0	11
2023.08.01	19:00:00	1944.27	1944.27	1942.62	1942.67	844	0	5
2023.08.01	19:10:00	1942.67	1943.01	1942.00	1942.89	787	0	5
